Voltage,Current,Frequency,Temperature,Fault,Shutdown
244,10.04,50.11,47,Overload,Yes
246,16.93,50.0,47,Overload,Yes
239,6.65,49.8,30,Normal,No
277,7.89,50.14,42,Overvoltage,Yes
7,0.0,0.0,29,Line Break,Yes
2,0.0,0.0,20,Line Break,Yes
18,0.0,0.0,28,Line Break,Yes
277,5.87,50.36,41,Overvoltage,Yes
248,19.29,49.85,54,Overload,Yes
231,4.87,49.81,25,Normal,No
256,18.49,49.86,44,Overload,Yes
271,5.99,50.34,35,Overvoltage,Yes
245,19.25,50.11,45,Overload,Yes
296,5.48,50.96,31,Overvoltage,Yes
121,4.12,49.33,31,Undervoltage,Yes
243,19.49,50.13,40,Overload,Yes
251,10.37,49.87,40,Overload,Yes
6,0.0,0.0,20,Line Break,Yes
243,13.94,50.11,50,Overload,Yes
220,4.58,50.07,29,Normal,No
164,5.96,49.23,32,Undervoltage,Yes
271,7.9,50.6,32,Overvoltage,Yes
159,3.74,49.5,29,Undervoltage,Yes
12,0.0,0.0,21,Line Break,Yes
7,0.0,0.0,24,Line Break,Yes
11,0.0,0.0,29,Line Break,Yes
281,8.82,50.76,42,Overvoltage,Yes
2,0.0,0.0,27,Line Break,Yes
283,6.36,50.34,40,Overvoltage,Yes
14,0.0,0.0,24,Line Break,Yes
6,0.0,0.0,23,Line Break,Yes
299,5.64,50.59,41,Overvoltage,Yes
161,2.42,49.03,27,Undervoltage,Yes
162,4.0,49.01,35,Undervoltage,Yes
239,4.64,50.09,31,Normal,No
238,5.81,50.05,29,Normal,No
0,0.0,0.0,30,Line Break,Yes
126,2.02,49.09,27,Undervoltage,Yes
255,10.42,50.12,42,Overload,Yes
260,12.51,49.91,40,Overload,Yes
274,8.88,50.01,43,Overvoltage,Yes
249,19.51,50.06,40,Overload,Yes
107,4.75,49.69,34,Undervoltage,Yes
248,10.09,50.04,52,Overload,Yes
145,5.25,49.59,32,Undervoltage,Yes
119,2.8,49.69,27,Undervoltage,Yes
297,6.35,50.5,30,Overvoltage,Yes
288,6.29,50.25,33,Overvoltage,Yes
259,13.88,50.15,42,Overload,Yes
245,17.94,50.01,52,Overload,Yes
259,11.34,50.2,49,Overload,Yes
169,4.38,49.58,35,Undervoltage,Yes
273,9.13,50.67,44,Overvoltage,Yes
15,0.0,0.0,29,Line Break,Yes
237,7.88,49.89,33,Normal,No
223,4.27,50.05,33,Normal,No
265,5.77,50.53,30,Overvoltage,Yes
299,7.63,50.63,41,Overvoltage,Yes
287,5.73,50.06,30,Overvoltage,Yes
19,0.0,0.0,23,Line Break,Yes
261,5.27,50.37,44,Overvoltage,Yes
278,9.25,50.01,41,Overvoltage,Yes
244,14.97,50.16,46,Overload,Yes
128,2.0,49.4,33,Undervoltage,Yes
231,7.67,49.9,30,Normal,No
134,4.12,49.71,30,Undervoltage,Yes
122,2.6,49.06,35,Undervoltage,Yes
295,5.02,50.52,30,Overvoltage,Yes
104,5.31,49.19,26,Undervoltage,Yes
149,4.79,49.88,28,Undervoltage,Yes
292,6.61,50.87,32,Overvoltage,Yes
18,0.0,0.0,20,Line Break,Yes
245,18.55,49.83,44,Overload,Yes
298,5.37,50.64,36,Overvoltage,Yes
238,7.38,50.14,32,Normal,No
225,6.45,50.16,26,Normal,No
246,14.14,50.15,55,Overload,Yes
260,15.71,50.03,51,Overload,Yes
256,13.37,50.04,49,Overload,Yes
9,0.0,0.0,28,Line Break,Yes
228,5.22,49.84,26,Normal,No
19,0.0,0.0,25,Line Break,Yes
286,9.36,50.9,34,Overvoltage,Yes
253,15.98,49.86,52,Overload,Yes
172,5.74,49.56,28,Undervoltage,Yes
6,0.0,0.0,29,Line Break,Yes
239,4.09,49.94,34,Normal,No
12,0.0,0.0,29,Line Break,Yes
249,14.47,49.94,44,Overload,Yes
131,2.19,49.15,26,Undervoltage,Yes
228,4.22,49.82,35,Normal,No
230,6.09,49.88,28,Normal,No
1,0.0,0.0,27,Line Break,Yes
5,0.0,0.0,22,Line Break,Yes
229,7.47,49.88,34,Normal,No
253,18.1,49.91,49,Overload,Yes
175,3.57,49.5,30,Undervoltage,Yes
281,8.48,50.3,45,Overvoltage,Yes
232,4.12,49.92,26,Normal,No
15,0.0,0.0,20,Line Break,Yes
222,4.57,49.98,25,Normal,No
100,3.94,49.86,31,Undervoltage,Yes
292,6.47,50.11,44,Overvoltage,Yes
264,9.33,50.67,37,Overvoltage,Yes
240,14.97,49.87,53,Overload,Yes
263,6.1,50.73,30,Overvoltage,Yes
114,2.81,49.33,29,Undervoltage,Yes
234,7.05,49.85,30,Normal,No
222,6.08,50.1,29,Normal,No
224,4.3,49.8,33,Normal,No
0,0.0,0.0,22,Line Break,Yes
237,7.18,49.97,35,Normal,No
241,14.77,49.83,48,Overload,Yes
289,6.23,50.75,44,Overvoltage,Yes
0,0.0,0.0,20,Line Break,Yes
287,6.32,50.23,43,Overvoltage,Yes
5,0.0,0.0,25,Line Break,Yes
112,2.29,49.78,28,Undervoltage,Yes
127,2.78,49.96,25,Undervoltage,Yes
2,0.0,0.0,24,Line Break,Yes
263,6.68,50.6,40,Overvoltage,Yes
292,6.23,50.24,33,Overvoltage,Yes
237,5.74,49.86,28,Normal,No
231,5.92,49.83,25,Normal,No
231,3.3,50.02,30,Normal,No
177,2.37,49.65,30,Undervoltage,Yes
265,5.5,50.43,32,Overvoltage,Yes
223,5.56,50.05,31,Normal,No
276,5.47,50.68,43,Overvoltage,Yes
102,4.07,49.05,32,Undervoltage,Yes
246,17.13,49.97,52,Overload,Yes
242,14.17,50.12,51,Overload,Yes
14,0.0,0.0,20,Line Break,Yes
179,4.14,49.03,32,Undervoltage,Yes
1,0.0,0.0,21,Line Break,Yes
115,4.26,49.27,31,Undervoltage,Yes
0,0.0,0.0,28,Line Break,Yes
237,6.25,50.11,35,Normal,No
272,9.42,50.88,44,Overvoltage,Yes
269,9.2,50.22,37,Overvoltage,Yes
129,2.26,49.07,31,Undervoltage,Yes
242,15.98,49.89,45,Overload,Yes
283,9.98,50.89,43,Overvoltage,Yes
275,6.45,50.29,39,Overvoltage,Yes
156,4.19,49.91,34,Undervoltage,Yes
261,8.62,50.12,38,Overvoltage,Yes
244,14.82,50.01,55,Overload,Yes
114,3.43,49.12,31,Undervoltage,Yes
142,2.74,49.3,25,Undervoltage,Yes
256,17.34,50.16,43,Overload,Yes
15,0.0,0.0,21,Line Break,Yes
280,8.22,50.82,36,Overvoltage,Yes
148,3.7,49.16,29,Undervoltage,Yes
245,19.75,49.93,55,Overload,Yes
15,0.0,0.0,25,Line Break,Yes
227,5.24,50.09,27,Normal,No
238,6.7,49.9,28,Normal,No
253,11.88,49.97,52,Overload,Yes
256,13.58,49.82,49,Overload,Yes
230,5.74,50.07,29,Normal,No
282,7.54,50.87,34,Overvoltage,Yes
260,14.88,50.04,51,Overload,Yes
242,13.29,49.98,46,Overload,Yes
120,5.92,49.74,34,Undervoltage,Yes
240,5.03,49.98,33,Normal,No
4,0.0,0.0,28,Line Break,Yes
123,2.75,49.34,35,Undervoltage,Yes
16,0.0,0.0,26,Line Break,Yes
234,4.88,49.96,25,Normal,No
10,0.0,0.0,29,Line Break,Yes
224,7.05,49.81,35,Normal,No
14,0.0,0.0,26,Line Break,Yes
133,3.82,49.96,29,Undervoltage,Yes
221,5.16,50.07,32,Normal,No
260,11.28,50.1,42,Overload,Yes
279,9.1,50.37,32,Overvoltage,Yes
260,17.6,50.01,52,Overload,Yes
221,5.87,50.07,30,Normal,No
0,0.0,0.0,29,Line Break,Yes
286,9.24,50.48,38,Overvoltage,Yes
227,7.95,49.98,28,Normal,No
20,0.0,0.0,26,Line Break,Yes
245,12.17,49.88,40,Overload,Yes
120,3.58,49.88,31,Undervoltage,Yes
225,7.3,50.06,28,Normal,No
251,18.13,50.09,41,Overload,Yes
17,0.0,0.0,23,Line Break,Yes
242,12.72,50.07,44,Overload,Yes
6,0.0,0.0,27,Line Break,Yes
298,9.65,50.58,44,Overvoltage,Yes
297,6.57,50.67,39,Overvoltage,Yes
257,16.17,50.18,45,Overload,Yes
262,8.39,50.14,40,Overvoltage,Yes
165,3.87,49.61,28,Undervoltage,Yes
1,0.0,0.0,20,Line Break,Yes
145,2.43,49.73,28,Undervoltage,Yes
233,7.12,49.94,30,Normal,No
18,0.0,0.0,27,Line Break,Yes
248,11.94,50.11,49,Overload,Yes
2,0.0,0.0,22,Line Break,Yes
232,4.02,50.15,27,Normal,No
242,14.76,49.92,51,Overload,Yes
237,6.88,50.08,31,Normal,No
246,12.49,50.06,55,Overload,Yes
238,3.0,50.18,26,Normal,No
141,4.53,49.58,33,Undervoltage,Yes
252,15.47,49.88,50,Overload,Yes
234,4.11,49.86,29,Normal,No
9,0.0,0.0,20,Line Break,Yes
12,0.0,0.0,25,Line Break,Yes
177,4.84,49.13,25,Undervoltage,Yes
297,8.78,50.21,32,Overvoltage,Yes
232,3.26,50.07,26,Normal,No
241,10.14,50.15,45,Overload,Yes
265,8.45,50.18,32,Overvoltage,Yes
18,0.0,0.0,27,Line Break,Yes
236,7.56,49.82,26,Normal,No
238,4.23,50.17,30,Normal,No
243,19.07,50.15,49,Overload,Yes
226,4.03,49.81,33,Normal,No
18,0.0,0.0,21,Line Break,Yes
275,6.17,50.31,43,Overvoltage,Yes
269,9.44,50.77,36,Overvoltage,Yes
224,7.6,49.8,29,Normal,No
222,7.47,50.18,26,Normal,No
289,5.91,50.24,40,Overvoltage,Yes
14,0.0,0.0,30,Line Break,Yes
231,3.74,49.88,27,Normal,No
287,9.73,50.49,31,Overvoltage,Yes
242,16.47,49.89,40,Overload,Yes
172,2.05,49.05,28,Undervoltage,Yes
230,7.2,50.13,29,Normal,No
120,4.99,49.48,34,Undervoltage,Yes
247,10.02,49.8,51,Overload,Yes
0,0.0,0.0,27,Line Break,Yes
1,0.0,0.0,20,Line Break,Yes
296,9.24,50.55,35,Overvoltage,Yes
13,0.0,0.0,21,Line Break,Yes
277,8.2,50.84,34,Overvoltage,Yes
294,9.18,50.75,34,Overvoltage,Yes
285,7.83,50.94,35,Overvoltage,Yes
108,5.69,49.79,29,Undervoltage,Yes
291,9.18,50.78,33,Overvoltage,Yes
138,3.2,49.14,35,Undervoltage,Yes
238,6.45,49.99,31,Normal,No
243,19.41,49.85,47,Overload,Yes
250,13.57,49.85,49,Overload,Yes
235,6.12,50.16,25,Normal,No
231,3.9,49.82,35,Normal,No
153,4.05,49.23,33,Undervoltage,Yes
250,11.17,50.04,49,Overload,Yes
272,8.23,50.35,31,Overvoltage,Yes
300,9.33,50.23,37,Overvoltage,Yes
267,5.76,50.68,31,Overvoltage,Yes
266,7.81,50.35,31,Overvoltage,Yes
240,5.03,49.92,25,Normal,No
1,0.0,0.0,27,Line Break,Yes
17,0.0,0.0,25,Line Break,Yes
272,9.62,50.56,38,Overvoltage,Yes
225,6.06,49.97,27,Normal,No
226,4.56,50.06,28,Normal,No
153,2.93,49.1,33,Undervoltage,Yes
231,3.59,49.85,29,Normal,No
224,5.17,50.15,29,Normal,No
249,17.95,50.02,41,Overload,Yes
280,7.37,50.41,30,Overvoltage,Yes
238,3.29,49.96,29,Normal,No
118,4.44,49.87,25,Undervoltage,Yes
230,3.64,50.09,28,Normal,No
237,5.99,49.82,28,Normal,No
223,3.29,49.94,26,Normal,No
288,5.06,50.36,35,Overvoltage,Yes
144,5.23,49.75,28,Undervoltage,Yes
4,0.0,0.0,26,Line Break,Yes
228,3.13,49.81,35,Normal,No
257,15.1,50.1,53,Overload,Yes
231,6.77,49.83,31,Normal,No
239,7.49,50.14,32,Normal,No
259,18.07,50.18,46,Overload,Yes
291,8.91,50.6,31,Overvoltage,Yes
8,0.0,0.0,23,Line Break,Yes
249,15.48,50.07,53,Overload,Yes
294,9.31,50.58,30,Overvoltage,Yes
231,4.94,50.0,32,Normal,No
257,10.05,49.82,49,Overload,Yes
233,4.19,50.12,28,Normal,No
18,0.0,0.0,22,Line Break,Yes
223,5.24,50.15,28,Normal,No
2,0.0,0.0,23,Line Break,Yes
137,4.41,49.33,33,Undervoltage,Yes
179,2.64,49.72,26,Undervoltage,Yes
249,19.49,49.91,54,Overload,Yes
299,8.92,50.25,35,Overvoltage,Yes
15,0.0,0.0,20,Line Break,Yes
107,2.8,49.88,25,Undervoltage,Yes
271,9.36,50.85,39,Overvoltage,Yes
241,13.89,50.09,50,Overload,Yes
135,5.62,49.6,29,Undervoltage,Yes
169,3.42,49.65,26,Undervoltage,Yes
225,7.46,50.0,31,Normal,No
176,2.5,49.75,26,Undervoltage,Yes
261,6.68,50.1,31,Overvoltage,Yes
241,13.1,49.99,48,Overload,Yes
237,4.39,50.13,30,Normal,No
4,0.0,0.0,28,Line Break,Yes
223,4.25,49.84,33,Normal,No
272,5.68,50.32,41,Overvoltage,Yes
5,0.0,0.0,28,Line Break,Yes
240,6.77,50.1,28,Normal,No
245,15.46,50.02,45,Overload,Yes
274,5.2,50.72,41,Overvoltage,Yes
132,3.8,49.28,30,Undervoltage,Yes
125,5.96,49.78,25,Undervoltage,Yes
236,5.65,50.11,29,Normal,No
255,15.75,49.87,46,Overload,Yes
243,15.67,50.02,43,Overload,Yes
300,7.19,50.71,41,Overvoltage,Yes
259,19.74,49.96,53,Overload,Yes
278,6.63,50.47,30,Overvoltage,Yes
226,4.33,49.86,32,Normal,No
227,6.34,49.82,34,Normal,No
265,7.16,50.74,42,Overvoltage,Yes
176,2.32,49.73,32,Undervoltage,Yes
240,14.28,50.12,43,Overload,Yes
222,4.24,49.98,32,Normal,No
7,0.0,0.0,30,Line Break,Yes
5,0.0,0.0,26,Line Break,Yes
296,6.35,50.11,35,Overvoltage,Yes
140,4.98,49.35,29,Undervoltage,Yes
268,7.69,50.67,41,Overvoltage,Yes
107,2.26,49.99,30,Undervoltage,Yes
234,6.39,49.99,29,Normal,No
286,7.57,50.72,45,Overvoltage,Yes
279,8.64,50.17,42,Overvoltage,Yes
246,13.51,49.96,53,Overload,Yes
250,16.56,50.14,49,Overload,Yes
101,2.42,49.59,25,Undervoltage,Yes
19,0.0,0.0,23,Line Break,Yes
226,3.5,49.95,29,Normal,No
256,15.02,49.96,43,Overload,Yes
226,7.37,50.06,27,Normal,No
268,8.38,50.73,40,Overvoltage,Yes
228,4.75,50.06,27,Normal,No
178,2.04,49.95,30,Undervoltage,Yes
232,4.19,49.81,34,Normal,No
254,15.66,49.89,53,Overload,Yes
151,2.12,49.05,25,Undervoltage,Yes
283,6.67,50.79,38,Overvoltage,Yes
266,6.5,50.5,33,Overvoltage,Yes
104,5.4,49.27,30,Undervoltage,Yes
5,0.0,0.0,23,Line Break,Yes
177,5.11,49.52,34,Undervoltage,Yes
236,3.01,49.92,27,Normal,No
223,6.97,50.01,26,Normal,No
228,3.19,50.06,27,Normal,No
224,4.83,49.89,30,Normal,No
235,7.67,49.87,26,Normal,No
3,0.0,0.0,30,Line Break,Yes
297,6.89,50.8,43,Overvoltage,Yes
224,5.08,49.86,28,Normal,No
257,12.06,50.06,48,Overload,Yes
241,15.01,49.96,53,Overload,Yes
159,4.51,49.96,30,Undervoltage,Yes
230,7.28,49.93,35,Normal,No
276,8.34,50.64,32,Overvoltage,Yes
241,19.89,50.0,47,Overload,Yes
238,3.95,50.18,27,Normal,No
230,6.54,50.18,33,Normal,No
266,9.53,50.97,34,Overvoltage,Yes
0,0.0,0.0,28,Line Break,Yes
236,4.64,50.1,34,Normal,No
293,8.24,50.1,37,Overvoltage,Yes
151,4.61,49.42,28,Undervoltage,Yes
234,5.36,50.08,29,Normal,No
244,18.87,50.01,46,Overload,Yes
117,5.23,49.86,33,Undervoltage,Yes
228,5.68,49.91,25,Normal,No
149,3.88,49.46,30,Undervoltage,Yes
290,9.16,50.16,41,Overvoltage,Yes
289,6.18,50.95,40,Overvoltage,Yes
18,0.0,0.0,22,Line Break,Yes
253,10.37,49.98,45,Overload,Yes
14,0.0,0.0,24,Line Break,Yes
253,15.19,49.91,42,Overload,Yes
14,0.0,0.0,21,Line Break,Yes
286,9.78,50.59,41,Overvoltage,Yes
254,15.29,49.88,45,Overload,Yes
259,14.24,50.05,54,Overload,Yes
130,3.97,49.87,27,Undervoltage,Yes
109,3.45,49.44,27,Undervoltage,Yes
234,3.15,49.92,30,Normal,No
1,0.0,0.0,27,Line Break,Yes
225,4.14,49.91,26,Normal,No
264,6.05,50.22,35,Overvoltage,Yes
255,16.3,49.85,47,Overload,Yes
2,0.0,0.0,22,Line Break,Yes
265,9.78,50.58,42,Overvoltage,Yes
233,6.36,50.17,34,Normal,No
290,5.79,50.68,36,Overvoltage,Yes
151,2.54,49.37,34,Undervoltage,Yes
157,5.87,49.29,29,Undervoltage,Yes
289,7.18,50.64,44,Overvoltage,Yes
250,18.65,50.16,52,Overload,Yes
220,7.54,49.96,29,Normal,No
173,5.0,49.4,33,Undervoltage,Yes
221,6.27,49.86,26,Normal,No
252,15.05,49.85,52,Overload,Yes
238,6.19,50.18,28,Normal,No
113,5.54,49.62,28,Undervoltage,Yes
4,0.0,0.0,24,Line Break,Yes
230,5.53,49.88,31,Normal,No
13,0.0,0.0,23,Line Break,Yes
17,0.0,0.0,23,Line Break,Yes
240,4.04,50.18,31,Normal,No
149,2.25,50.0,35,Undervoltage,Yes
256,15.32,49.82,54,Overload,Yes
17,0.0,0.0,28,Line Break,Yes
234,6.63,50.06,26,Normal,No
263,9.5,50.94,43,Overvoltage,Yes
141,3.75,49.1,34,Undervoltage,Yes
289,7.88,50.47,43,Overvoltage,Yes
102,5.12,49.38,31,Undervoltage,Yes
221,3.44,50.18,29,Normal,No
172,5.35,50.0,33,Undervoltage,Yes
176,4.43,49.67,35,Undervoltage,Yes
244,17.15,50.19,51,Overload,Yes
6,0.0,0.0,26,Line Break,Yes
13,0.0,0.0,28,Line Break,Yes
293,8.54,50.01,34,Overvoltage,Yes
125,2.38,49.32,35,Undervoltage,Yes
295,9.22,50.06,35,Overvoltage,Yes
233,3.36,50.19,33,Normal,No
268,8.68,50.44,34,Overvoltage,Yes
255,17.64,50.19,51,Overload,Yes
225,4.28,50.08,27,Normal,No
7,0.0,0.0,30,Line Break,Yes
19,0.0,0.0,23,Line Break,Yes
140,2.71,49.47,25,Undervoltage,Yes
227,6.96,49.94,35,Normal,No
299,5.38,50.28,43,Overvoltage,Yes
9,0.0,0.0,30,Line Break,Yes
288,7.79,50.69,35,Overvoltage,Yes
267,5.3,50.74,39,Overvoltage,Yes
228,7.76,50.01,30,Normal,No
243,12.13,50.12,43,Overload,Yes
250,16.04,49.95,41,Overload,Yes
297,9.71,50.11,45,Overvoltage,Yes
300,9.1,50.29,39,Overvoltage,Yes
223,7.55,50.14,35,Normal,No
243,17.24,49.82,54,Overload,Yes
225,5.02,50.13,29,Normal,No
118,3.39,49.61,34,Undervoltage,Yes
20,0.0,0.0,20,Line Break,Yes
110,4.4,49.17,26,Undervoltage,Yes
124,5.12,49.73,30,Undervoltage,Yes
257,15.42,50.17,40,Overload,Yes
292,6.16,50.64,40,Overvoltage,Yes
6,0.0,0.0,30,Line Break,Yes
168,2.41,49.32,29,Undervoltage,Yes
106,3.24,49.32,31,Undervoltage,Yes
5,0.0,0.0,21,Line Break,Yes
1,0.0,0.0,23,Line Break,Yes
12,0.0,0.0,26,Line Break,Yes
252,16.29,50.06,47,Overload,Yes
20,0.0,0.0,22,Line Break,Yes
11,0.0,0.0,25,Line Break,Yes
271,7.98,50.24,38,Overvoltage,Yes
251,13.42,50.13,46,Overload,Yes
249,14.61,49.87,44,Overload,Yes
275,5.94,50.93,43,Overvoltage,Yes
6,0.0,0.0,21,Line Break,Yes
255,16.63,49.88,48,Overload,Yes
4,0.0,0.0,29,Line Break,Yes
250,15.92,49.92,55,Overload,Yes
249,13.22,50.18,41,Overload,Yes
244,19.62,49.91,54,Overload,Yes
153,3.55,49.91,33,Undervoltage,Yes
12,0.0,0.0,29,Line Break,Yes
252,18.45,50.19,41,Overload,Yes
230,4.01,50.02,25,Normal,No
177,3.03,49.8,25,Undervoltage,Yes
293,5.22,50.08,44,Overvoltage,Yes
250,13.7,50.05,41,Overload,Yes
121,3.38,49.66,26,Undervoltage,Yes
236,3.62,49.87,34,Normal,No
249,10.86,50.07,50,Overload,Yes
20,0.0,0.0,28,Line Break,Yes
256,12.94,50.06,50,Overload,Yes
221,3.9,49.96,33,Normal,No
258,15.98,50.02,53,Overload,Yes
276,5.41,50.07,40,Overvoltage,Yes
224,3.03,49.82,34,Normal,No
100,2.77,49.78,26,Undervoltage,Yes
108,2.2,49.25,27,Undervoltage,Yes
272,7.66,50.06,39,Overvoltage,Yes
269,5.94,50.73,36,Overvoltage,Yes
280,9.92,50.77,40,Overvoltage,Yes
102,2.2,49.37,31,Undervoltage,Yes
12,0.0,0.0,20,Line Break,Yes
252,18.57,50.14,46,Overload,Yes
283,5.33,50.17,37,Overvoltage,Yes
223,3.05,50.16,31,Normal,No
144,2.77,49.18,26,Undervoltage,Yes
226,5.72,49.89,32,Normal,No
157,5.62,49.52,31,Undervoltage,Yes
256,17.84,49.99,47,Overload,Yes
16,0.0,0.0,30,Line Break,Yes
121,4.84,49.07,31,Undervoltage,Yes
4,0.0,0.0,22,Line Break,Yes
249,13.95,49.99,42,Overload,Yes
258,15.66,49.81,50,Overload,Yes
5,0.0,0.0,25,Line Break,Yes
1,0.0,0.0,20,Line Break,Yes
250,15.42,50.19,47,Overload,Yes
0,0.0,0.0,25,Line Break,Yes
2,0.0,0.0,27,Line Break,Yes
236,7.36,49.8,29,Normal,No
279,7.49,50.8,36,Overvoltage,Yes
16,0.0,0.0,25,Line Break,Yes
124,5.91,49.79,32,Undervoltage,Yes
283,9.89,50.75,45,Overvoltage,Yes
12,0.0,0.0,22,Line Break,Yes
145,3.85,49.24,35,Undervoltage,Yes
246,18.76,49.91,51,Overload,Yes
221,3.08,50.14,28,Normal,No
149,4.88,49.2,35,Undervoltage,Yes
240,7.32,50.18,30,Normal,No
5,0.0,0.0,28,Line Break,Yes
10,0.0,0.0,28,Line Break,Yes
246,11.84,50.12,48,Overload,Yes
118,3.48,49.3,29,Undervoltage,Yes
3,0.0,0.0,23,Line Break,Yes
278,7.97,50.02,31,Overvoltage,Yes
10,0.0,0.0,29,Line Break,Yes
293,9.4,50.74,43,Overvoltage,Yes
17,0.0,0.0,22,Line Break,Yes
299,9.61,50.59,37,Overvoltage,Yes
273,6.43,50.17,45,Overvoltage,Yes
0,0.0,0.0,24,Line Break,Yes
165,4.8,49.4,30,Undervoltage,Yes
174,3.87,49.07,35,Undervoltage,Yes
111,5.5,49.01,30,Undervoltage,Yes
253,10.85,49.89,42,Overload,Yes
232,5.21,50.06,30,Normal,No
221,3.04,50.13,35,Normal,No
223,6.29,50.19,28,Normal,No
0,0.0,0.0,26,Line Break,Yes
251,18.13,49.96,48,Overload,Yes
174,4.41,49.67,27,Undervoltage,Yes
220,7.09,50.04,25,Normal,No
179,5.06,49.55,32,Undervoltage,Yes
20,0.0,0.0,26,Line Break,Yes
232,7.19,50.19,30,Normal,No
127,2.59,49.98,33,Undervoltage,Yes
116,5.53,49.54,29,Undervoltage,Yes
244,19.24,49.89,49,Overload,Yes
228,5.75,50.2,31,Normal,No
241,10.07,49.84,44,Overload,Yes
221,7.53,49.89,25,Normal,No
1,0.0,0.0,22,Line Break,Yes
276,7.36,50.67,31,Overvoltage,Yes
256,17.42,49.98,44,Overload,Yes
243,15.57,50.15,48,Overload,Yes
228,6.74,49.97,28,Normal,No
116,2.16,49.38,27,Undervoltage,Yes
300,7.69,50.91,44,Overvoltage,Yes
168,2.74,49.81,35,Undervoltage,Yes
259,17.05,49.82,53,Overload,Yes
176,5.98,49.29,26,Undervoltage,Yes
4,0.0,0.0,25,Line Break,Yes
231,6.13,50.08,31,Normal,No
249,13.27,50.12,45,Overload,Yes
149,2.37,49.81,32,Undervoltage,Yes
289,7.42,50.58,30,Overvoltage,Yes
268,6.39,50.13,33,Overvoltage,Yes
0,0.0,0.0,26,Line Break,Yes
227,3.14,50.09,26,Normal,No
9,0.0,0.0,25,Line Break,Yes
233,4.6,49.85,34,Normal,No
258,11.43,50.14,51,Overload,Yes
246,12.35,50.03,55,Overload,Yes
153,4.61,49.93,34,Undervoltage,Yes
253,19.51,49.89,46,Overload,Yes
244,14.25,50.05,43,Overload,Yes
10,0.0,0.0,23,Line Break,Yes
285,8.36,50.3,34,Overvoltage,Yes
244,10.85,49.83,44,Overload,Yes
283,9.95,50.96,35,Overvoltage,Yes
19,0.0,0.0,26,Line Break,Yes
9,0.0,0.0,20,Line Break,Yes
5,0.0,0.0,26,Line Break,Yes
178,3.54,49.54,35,Undervoltage,Yes
227,6.24,49.93,29,Normal,No
126,3.57,49.31,26,Undervoltage,Yes
222,3.62,50.12,31,Normal,No
12,0.0,0.0,29,Line Break,Yes
112,2.69,49.61,31,Undervoltage,Yes
114,2.01,49.71,26,Undervoltage,Yes
268,9.73,50.77,32,Overvoltage,Yes
271,8.9,50.62,35,Overvoltage,Yes
10,0.0,0.0,27,Line Break,Yes
276,9.67,50.81,30,Overvoltage,Yes
284,9.1,50.47,32,Overvoltage,Yes
233,7.06,49.97,30,Normal,No
246,15.13,50.2,52,Overload,Yes
172,4.35,49.23,34,Undervoltage,Yes
165,4.69,49.07,34,Undervoltage,Yes
275,6.61,50.09,35,Overvoltage,Yes
256,13.94,50.16,53,Overload,Yes
237,5.01,49.81,27,Normal,No
3,0.0,0.0,25,Line Break,Yes
227,6.78,50.12,33,Normal,No
232,6.97,50.11,29,Normal,No
172,3.73,49.72,31,Undervoltage,Yes
236,7.54,49.93,34,Normal,No
16,0.0,0.0,21,Line Break,Yes
270,7.23,50.64,37,Overvoltage,Yes
156,4.05,49.57,29,Undervoltage,Yes
256,13.83,49.85,45,Overload,Yes
16,0.0,0.0,24,Line Break,Yes
241,19.12,50.06,49,Overload,Yes
245,15.53,49.89,55,Overload,Yes
150,4.28,49.84,34,Undervoltage,Yes
276,8.82,50.67,37,Overvoltage,Yes
260,12.1,49.96,45,Overload,Yes
118,3.01,49.87,33,Undervoltage,Yes
256,13.32,50.15,53,Overload,Yes
137,4.78,49.9,26,Undervoltage,Yes
103,3.64,49.39,26,Undervoltage,Yes
138,2.51,49.69,25,Undervoltage,Yes
10,0.0,0.0,21,Line Break,Yes
284,5.2,50.2,31,Overvoltage,Yes
232,4.57,50.11,29,Normal,No
262,7.08,50.3,35,Overvoltage,Yes
179,3.53,49.35,32,Undervoltage,Yes
253,17.86,50.09,42,Overload,Yes
292,8.84,50.36,37,Overvoltage,Yes
250,15.89,50.03,42,Overload,Yes
273,9.32,50.72,35,Overvoltage,Yes
248,12.29,49.87,53,Overload,Yes
227,6.33,50.03,25,Normal,No
254,13.43,50.13,52,Overload,Yes
125,5.65,49.09,33,Undervoltage,Yes
10,0.0,0.0,26,Line Break,Yes
276,7.5,50.07,39,Overvoltage,Yes
161,3.95,49.43,27,Undervoltage,Yes
268,6.85,50.68,44,Overvoltage,Yes
126,4.2,49.05,29,Undervoltage,Yes
239,6.48,49.94,27,Normal,No
288,6.51,50.02,43,Overvoltage,Yes
18,0.0,0.0,22,Line Break,Yes
258,13.35,50.14,50,Overload,Yes
247,18.44,50.1,44,Overload,Yes
15,0.0,0.0,28,Line Break,Yes
151,5.89,49.01,35,Undervoltage,Yes
220,3.16,49.81,28,Normal,No
165,5.19,49.36,32,Undervoltage,Yes
226,3.23,49.88,31,Normal,No
250,16.57,50.15,45,Overload,Yes
127,3.62,49.85,30,Undervoltage,Yes
246,19.65,50.19,45,Overload,Yes
241,11.86,49.81,54,Overload,Yes
263,6.53,50.17,42,Overvoltage,Yes
135,2.28,49.58,34,Undervoltage,Yes
224,3.09,50.2,35,Normal,No
236,5.86,50.15,29,Normal,No
